Samples	SampleID	FieldID	samples	Location	LocationAb	LocationIDMERGE	LocationID	time	subject	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Plate	Row	Column	Well	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex
Sample270	GA18-12Kb-600-S77	GA1812K	270	Plains_Production_corn	PPC	GA1812K_PPC	GA1812K_PPC-p2	p2	S2	43227	Stalk	NA	b		TRUE	FALSE	FALSE	GA1812Kb600_S77_L001_R1_001.fastq.gz	GA1812Kb600_S77_L001_R2_001.fastq.gz	19271	600	32.035733	-84.375851	NA	280	5.94	6.54	85.9	5.31	558	0.02	0.09	0.35	10.2	105.6	175.8	14.5	0.02	9.59	2.45	48.26	0.29	2.64	2.48	0.09	1	G	5	G5	37.03333333	Sample	0.004391803	0.31295082	80.59114754	59.78934426	57.98409836	0.719508197	4.946393443	8.229508197
Sample271	GA18-12S-1400-S162	GA1812S	271	Plains_Production_corn	PPC	GA1812S_PPC		p1		43258	Soil	85			TRUE	FALSE	FALSE	GA1812S1400_S162_L001_R1_001.fastq.gz	GA1812S1400_S162_L001_R2_001.fastq.gz	95841	1400	32.035766	-84.375854	NA	334	5.2	5.8	63.6	6.39	490	0.05	0.07	0.46	15.4	171.2	134.5	82.4	0.025	11.74	0.025	80.1	0.82	3.45	2.57	0.06	2	F	6	F6	71.2	Sample	0.004391803	0.31295082	80.59114754	59.78934426	57.98409836	0.719508197	4.946393443	8.229508197
Sample272	GA18-12S-600-S112	GA1812S	272	Plains_Production_corn	PPC	GA1812S_PPC		p2		43227	Soil	19			TRUE	FALSE	FALSE	GA1812S600_S112_L001_R1_001.fastq.gz	GA1812S600_S112_L001_R2_001.fastq.gz	96491	600	32.035733	-84.375851	NA	280	5.94	6.54	85.9	5.31	558	0.02	0.09	0.35	10.2	105.6	175.8	14.5	0.02	9.59	2.45	48.26	0.29	2.64	2.48	0.09	2	B	4	B4	69.2	Sample	0.004391803	0.31295082	80.59114754	59.78934426	57.98409836	0.719508197	4.946393443	8.229508197
Sample273	GA18-13I-1400-S108	GA1813I	273	Tennile	TEN	GA1813I_TEN				43258	Inrow_Soil	79			TRUE	FALSE	FALSE	GA1813I1400_S108_L001_R1_001.fastq.gz	GA1813I1400_S108_L001_R2_001.fastq.gz	347297	1400	32.892577	-82.764955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	12	A12	57.96666667	Sample	0.003480328	0.314262295	80.08606557	58.22377049	58.49868852	0.758196721	3.129836066	7.803278689
Sample274	GA18-13I-600-S191	GA1813I	274	Tennile	TEN	GA1813I_TEN				43227	Inrow_Soil	29			TRUE	FALSE	FALSE	GA1813I600_S191_L001_R1_001.fastq.gz	GA1813I600_S191_L001_R2_001.fastq.gz	255682	600	32.892565	-82.765085	NA	665	6.6	7.2	100	7.93	1327	0.02	0.02	0.99	7.4	149.8	102	19.1	0.02	13.28	1.36	61.79	1.05	4.26	1.38	0.01	2	H	11	H11	193	Sample	0.003480328	0.314262295	80.08606557	58.22377049	58.49868852	0.758196721	3.129836066	7.803278689
Sample275	GA18-13Ka-1400-S3	GA1813K	275	Tennile	TEN	GA1813K_TEN	GA1813K_TEN-p1	p1	S3	43258	Stalk	NA	a		TRUE	FALSE	FALSE	GA1813Ka1400_S3_L001_R1_001.fastq.gz	GA1813Ka1400_S3_L001_R2_001.fastq.gz	7810	1400	32.892577	-82.764955	NA	218	6	6.6	90.6	5.23	717	0.02	0.02	0.78	10.61	154.9	84.6	9.1	0.02	12.64	1.74	35.2	1.17	1.75	1.44	0.07	1	A	3	A3	25.666719	Sample	0.003480328	0.314262295	80.08606557	58.22377049	58.49868852	0.758196721	3.129836066	7.803278689
Sample276	GA18-13Ka-600-S55	GA1813K	276	Tennile	TEN	GA1813K_TEN	GA1813K_TEN-p1	p1	S3	43227	Stalk	NA	a		TRUE	FALSE	FALSE	GA1813Ka600_S55_L001_R1_001.fastq.gz	GA1813Ka600_S55_L001_R2_001.fastq.gz	29468	600	32.892565	-82.765085	NA	201	6.52	7.12	100	4.91	804	0.02	0.07	0.88	10.19	122	79.6	9.5	0.02	9.14	1.42	40.93	0.98	2.2	1.4	0.07	1	E	7	E7	32.4	Sample	0.003480328	0.314262295	80.08606557	58.22377049	58.49868852	0.758196721	3.129836066	7.803278689
Sample277	GA18-13Kb-1400-S29	GA1813K	277	Tennile	TEN	GA1813K_TEN	GA1813K_TEN-p2	p2	S3	43258	Stalk	NA	b		TRUE	FALSE	FALSE	GA1813Kb1400_S29_L001_R1_001.fastq.gz	GA1813Kb1400_S29_L001_R2_001.fastq.gz	12122	1400	32.892577	-82.764955	NA	218	6	6.6	90.6	5.23	717	0.02	0.02	0.78	10.61	154.9	84.6	9.1	0.02	12.64	1.74	35.2	1.17	1.75	1.44	0.07	1	C	5	C5	45.2	Sample	0.003480328	0.314262295	80.08606557	58.22377049	58.49868852	0.758196721	3.129836066	7.803278689
Sample278	GA18-13Kb-600-S79	GA1813K	278	Tennile	TEN	GA1813K_TEN	GA1813K_TEN-p2	p2	S3	43227	Stalk	NA	b		TRUE	FALSE	FALSE	GA1813Kb600_S79_L001_R1_001.fastq.gz	GA1813Kb600_S79_L001_R2_001.fastq.gz	19238	600	32.892565	-82.765085	NA	201	6.52	7.12	100	4.91	804	0.02	0.07	0.88	10.19	122	79.6	9.5	0.02	9.14	1.42	40.93	0.98	2.2	1.4	0.07	1	G	7	G7	78.33333333	Sample	0.003480328	0.314262295	80.08606557	58.22377049	58.49868852	0.758196721	3.129836066	7.803278689
Sample279	GA18-14I-600-S189	GA1814I	279	Dawson	DAW	GA1814I_DAW				43222	Inrow_Soil	8			TRUE	FALSE	FALSE	GA1814I600_S189_L001_R1_001.fastq.gz	GA1814I600_S189_L001_R2_001.fastq.gz	184013	600	31.66634	-84.520991	NA	200	4.45	5.05	36.1	3.33	177	0.02	0.06	1	25.44	47.9	19.4	21.8	0.02	7.69	0.65	79.69	0.9	2.64	0.99	0.01	2	H	9	H9	124.2	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample280	GA18-14Ka-1400-S110	GA1814K	280	Dawson	DAW	GA1814K_DAW	GA1814K_DAW-p1	p1	S4	43251	Stalk	NA	a		TRUE	FALSE	FALSE	GA1814Ka1400_S110_L001_R1_001.fastq.gz	GA1814Ka1400_S110_L001_R2_001.fastq.gz	95253	1400	31.666469	-84.521104	NA	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	2	B	2	B2	89.73333333	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample281	GA18-14Ka-600-S37	GA1814K	281	Dawson	DAW	GA1814K_DAW	GA1814K_DAW-p1	p1	S4	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA1814Ka600_S37_L001_R1_001.fastq.gz	GA1814Ka600_S37_L001_R2_001.fastq.gz	1896	600	31.66634	-84.520991	NA	267	4.94	5.54	49.5	4.47	290	0.02	0.08	1.41	25.18	126.4	46.1	19.5	0.02	12	1.05	100.39	0.82	12.57	0.89	0.01	1	D	1	D1	124	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample282	GA18-14Kb-1400-S122	GA1814K	282	Dawson	DAW	GA1814K_DAW	GA1814K_DAW-p2	p2	S4	43251	Stalk	NA	b		TRUE	FALSE	FALSE	GA1814Kb1400_S122_L001_R1_001.fastq.gz	GA1814Kb1400_S122_L001_R2_001.fastq.gz	150622	1400	31.666469	-84.521104	NA	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	2	C	2	C2	43.53333333	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample283	GA18-14Kb-600-S85	GA1814K	283	Dawson	DAW	GA1814K_DAW	GA1814K_DAW-p2	p2	S4	43222	Stalk	NA	b		TRUE	FALSE	FALSE	GA1814Kb600_S85_L001_R1_001.fastq.gz	GA1814Kb600_S85_L001_R2_001.fastq.gz	2500	600	31.66634	-84.520991	NA	267	4.94	5.54	49.5	4.47	290	0.02	0.08	1.41	25.18	126.4	46.1	19.5	0.02	12	1.05	100.39	0.82	12.57	0.89	0.01	1	H	1	H1	100.9333333	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample284	GA18-14S-1400-S183	GA1814S	284	Dawson	DAW	GA1814S_DAW		p2		43251	Soil	55			TRUE	FALSE	FALSE	GA1814S1400_S183_L001_R1_001.fastq.gz	GA1814S1400_S183_L001_R2_001.fastq.gz	101126	1400	31.666469	-84.521104	NA	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	2	H	3	H3	67.575	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample285	GA18-14S-600-S149	GA1814S	285	Dawson	DAW	GA1814S_DAW		p2		43222	Soil	1		Soil_was_wet_when_taken_out_of_ziplock_may_have_small_leak_and_absorbed_water_from_ice.	TRUE	FALSE	FALSE	GA1814S600_S149_L001_R1_001.fastq.gz	GA1814S600_S149_L001_R2_001.fastq.gz	91597	600	31.66634	-84.520991	NA	267	4.94	5.54	49.5	4.47	290	0.02	0.08	1.41	25.18	126.4	46.1	19.5	0.02	12	1.05	100.39	0.82	12.57	0.89	0.01	2	E	5	E5	73.86666667	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample286	GA18-15Ka-1400-S48	GA1815K	286	Arlington	ARL	GA1815K_ARL	GA1815K_ARL-p1	p1	S5	43251	Stalk	NA	a		TRUE	FALSE	FALSE	GA1815Ka1400_S48_L001_R1_001.fastq.gz	GA1815Ka1400_S48_L001_R2_001.fastq.gz	120896	1400	31.420769	-84.672117	NA	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	1	D	12	D12	84.43333333	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample287	GA18-15Ka-600-S86	GA1815K	287	Arlington	ARL	GA1815K_ARL	GA1815K_ARL-p1	p1	S5	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA1815Ka600_S86_L001_R1_001.fastq.gz	GA1815Ka600_S86_L001_R2_001.fastq.gz	3742	600	31.420733	-84.672075	NA	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	1	H	2	H2	67.7	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample288	GA18-15Kb-1400-S23	GA1815K	288	Arlington	ARL	GA1815K_ARL	GA1815K_ARL-p2	p2	S5	43251	Stalk	NA	b		TRUE	FALSE	FALSE	GA1815Kb1400_S23_L001_R1_001.fastq.gz	GA1815Kb1400_S23_L001_R2_001.fastq.gz	50756	1400	31.420769	-84.672117	NA	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	1	B	11	B11	82.33333333	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample289	GA18-15Kb-600-S74	GA1815K	289	Arlington	ARL	GA1815K_ARL	GA1815K_ARL-p2	p2	S5	43222	Stalk	NA	b		TRUE	FALSE	FALSE	GA1815Kb600_S74_L001_R1_001.fastq.gz	GA1815Kb600_S74_L001_R2_001.fastq.gz	3868	600	31.420733	-84.672075	NA	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	1	G	2	G2	66.4	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample290	GA18-15S-600-S128	GA1815S	290	Arlington	ARL	GA1815S_ARL		p1		43222	Soil	2		Soil_was_wet_when_taken_out_of_ziplock_may_have_small_leak_and_absorbed_water_from_ice.	TRUE	FALSE	FALSE	GA1815S600_S128_L001_R1_001.fastq.gz	GA1815S600_S128_L001_R2_001.fastq.gz	74231	600	31.420733	-84.672075	NA	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	2	C	8	C8	34.16666667	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample291	GA18-17I-600-S120	GA1817I	291	Plains_SWVT	PS	GA1817I_PS				43227	Inrow_Soil	28			TRUE	FALSE	FALSE	GA1817I600_S120_L001_R1_001.fastq.gz	GA1817I600_S120_L001_R2_001.fastq.gz	127191	600	32.036172	-84.375793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	B	12	B12	87.73333333	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample292	GA18-17Ka-1400-S17	GA1817K	292	Plains_SWVT	PS	GA1817K_PS	GA1817K_PS-p1	p1	S6	43258	Stalk	NA	a		TRUE	FALSE	FALSE	GA1817Ka1400_S17_L001_R1_001.fastq.gz	GA1817Ka1400_S17_L001_R2_001.fastq.gz	11724	1400	32.03617	-84.375878	NA	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	1	B	5	B5	68.96666667	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample293	GA18-17Ka-600-S18	GA1817K	293	Plains_SWVT	PS	GA1817K_PS	GA1817K_PS-p1	p1	S6	43227	Stalk	NA	a		TRUE	FALSE	FALSE	GA1817Ka600_S18_L001_R1_001.fastq.gz	GA1817Ka600_S18_L001_R2_001.fastq.gz	17624	600	32.036172	-84.375793	NA	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	1	B	6	B6	92.7	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample294	GA18-17Kb-1400-S53	GA1817K	294	Plains_SWVT	PS	GA1817K_PS	GA1817K_PS-p2	p2	S6	43258	Stalk	NA	b		TRUE	FALSE	FALSE	GA1817Kb1400_S53_L001_R1_001.fastq.gz	GA1817Kb1400_S53_L001_R2_001.fastq.gz	15507	1400	32.03617	-84.375878	NA	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	1	E	5	E5	53.9	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample295	GA18-17Kb-600-S89	GA18-17	295	Plains_SWVT	PS	GA18-17_PS	GA18-17_PS-p2	p2	S6	43227	Stalk	NA	b		TRUE	FALSE	FALSE	GA1817Kb600_S89_L001_R1_001.fastq.gz	GA1817Kb600_S89_L001_R2_001.fastq.gz	21954	600	32.036172	-84.375793	NA	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	1	H	5	H5	39.3	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample296	GA18-17S-1400-S126	GA18-17	296	Plains_SWVT	PS	GA18-17_PS		p2		43258	Soil	86			TRUE	FALSE	FALSE	GA1817S1400_S126_L001_R1_001.fastq.gz	GA1817S1400_S126_L001_R2_001.fastq.gz	52006	1400	32.03617	-84.375878	NA	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	2	C	6	C6	68.26666667	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample297	GA18-18SLM-1400-S104	GA18-18	297	Watkinsville	WAT	GA18-18_WAT		p2		43279	Soil	NA		Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA1818SLM1400_S104_L001_R1_001.fastq.gz	GA1818SLM1400_S104_L001_R2_001.fastq.gz	213521	1400	33.868	-83.450065	CerealRye	364	6.01	6.61	87.2	6.42	925	0.02	0.02	0.56	5.58	89.8	83.8	46.9	0.02	9.47	0.56	7.66	0.08	3.63	2.49	0.07	2	A	8	A8	67.4	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample298	GA18-19SLM-1400-S113	GA18-19	298	Watkinsville	WAT	GA18-19_WAT		p2		43279	Soil	NA		Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA1819SLM1400_S113_L001_R1_001.fastq.gz	GA1819SLM1400_S113_L001_R2_001.fastq.gz	81262	1400	33.868045	-83.449989	CerealRye	329	4.9	5.5	61.4	7.41	778	0.025	0.025	0.97	8.01	66.8	52.5	31.68	0.025	10.73	2.24	23.77	0.35	3.9	3.03	0.11	2	B	5	B5	137	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample299	GA18-1Ka-1400-S147	GA18-1K	299	Pavo	PAV	GA18-1K_PAV	GA18-1K_PAV-p1	p1	S7	43251	Stalk	NA	a		TRUE	FALSE	FALSE	GA181Ka1400_S147_L001_R1_001.fastq.gz	GA181Ka1400_S147_L001_R2_001.fastq.gz	100188	1400	30.982303	-83.660179	NA	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	2	E	3	E3	52.9	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample300	GA18-1Ka-600-S2	GA18-1K	300	Pavo	PAV	GA18-1K_PAV	GA18-1K_PAV-p1	p1	S7	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA181Ka600_S2_L001_R1_001.fastq.gz	GA181Ka600_S2_L001_R2_001.fastq.gz	2708	600	30.982436	-83.660321	NA	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1	A	2	A2	51.73333333	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample301	GA18-1Kb-1400-S82	GA18-1K	301	Pavo	PAV	GA18-1K_PAV	GA18-1K_PAV-p2	p2	S7	43251	Stalk	NA	b		TRUE	FALSE	FALSE	GA181Kb1400_S82_L001_R1_001.fastq.gz	GA181Kb1400_S82_L001_R2_001.fastq.gz	53613	1400	30.982303	-83.660179	NA	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	1	G	10	G10	78.06666667	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample302	GA18-1Kb-600-S49	GA18-1K	302	Pavo	PAV	GA18-1K_PAV	GA18-1K_PAV-p2	p2	S7	43222	Stalk	NA	b		TRUE	FALSE	FALSE	GA181Kb600_S49_L001_R1_001.fastq.gz	GA181Kb600_S49_L001_R2_001.fastq.gz	2154	600	30.982436	-83.660321	NA	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1	E	1	E1	71.13333333	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample303	GA18-1repBS-600-S148	GA18-1r	303	Pavo	PAV	GA18-1r_PAV		p2		43222	Soil	NA			TRUE	FALSE	FALSE	GA181repBS600_S148_L001_R1_001.fastq.gz	GA181repBS600_S148_L001_R2_001.fastq.gz	191753	600	30.982436	-83.660321	NA	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	2	E	4	E4	34.8	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample304	GA18-24I-1400-S105	GA18-24I	304	Watkinsville	WAT	GA18-24I_WAT				43272	Inrow_Soil	112		Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1824I1400_S105_L001_R1_001.fastq.gz	GA1824I1400_S105_L001_R2_001.fastq.gz	175237	1400	33.868125	-83.449975	LivingMulch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	A	9	A9	57.2	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample305	GA18-24I-600-S154	GA18-24I	305	Watkinsville	WAT	GA18-24I_WAT				43241	Inrow_Soil	40		Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1824I600_S154_L001_R1_001.fastq.gz	GA1824I600_S154_L001_R2_001.fastq.gz	110660	600	33.868097	-83.449966	LivingMulch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	E	10	E10	132	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample306	GA18-24Ka-1400-S72	GA18-24K	306	Watkinsville_IronHorse	WATI	GA18-24K_WATI	GA18-24K_WATI-p1	p1	S8	43272	Stalk	NA	a		TRUE	FALSE	FALSE	GA1824Ka1400_S72_L001_R1_001.fastq.gz	GA1824Ka1400_S72_L001_R2_001.fastq.gz	54000	1400	33.868125	-83.449975		272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	1	F	12	F12	72.46666667	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample307	GA18-24Ka-600-S22	GA18-24K	307	Watkinsville_IronHorse	WATI	GA18-24K_WATI	GA18-24K_WATI-p1	p1	S8	43241	Stalk	NA	a		TRUE	FALSE	FALSE	GA1824Ka600_S22_L001_R1_001.fastq.gz	GA1824Ka600_S22_L001_R2_001.fastq.gz	43993	600	33.868097	-83.449966		949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	1	B	10	B10	54.3	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample308	GA18-24Kb-1400-S36	GA18-24K	308	Watkinsville_IronHorse	WATI	GA18-24K_WATI	GA18-24K_WATI-p2	p2	S8	43272	Stalk	NA	b		TRUE	FALSE	FALSE	GA1824Kb1400_S36_L001_R1_001.fastq.gz	GA1824Kb1400_S36_L001_R2_001.fastq.gz	83395	1400	33.868125	-83.449975		272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	1	C	12	C12	78.16666667	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample309	GA18-24Kb-600-S169	GA18-24K	309	Watkinsville_IronHorse	WATI	GA18-24K_WATI	GA18-24K_WATI-p2	p2	S8	43241	Stalk	NA	b		TRUE	FALSE	FALSE	GA1824Kb600_S169_L001_R1_001.fastq.gz	GA1824Kb600_S169_L001_R2_001.fastq.gz	87308	600	33.868097	-83.449966		949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	2	G	1	G1	74.06666667	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample310	GA18-24S-600-S160	GA18-24S	310	Watkinsville	WAT	GA18-24S_WAT		p1		43241	Soil	31		Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1824S600_S160_L001_R1_001.fastq.gz	GA1824S600_S160_L001_R2_001.fastq.gz	144038	600	33.868097	-83.449966	LivingMulch	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	2	F	4	F4	51.33333333	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample311	GA18-25I-600-S168	GA18-25I	311	Watkinsville	WAT	GA18-25I_WAT				43241	Inrow_Soil	41		Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1825I600_S168_L001_R1_001.fastq.gz	GA1825I600_S168_L001_R2_001.fastq.gz	110453	600	33.868087	-83.450107	LivingMulch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	F	12	F12	163.3333333	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample312	GA18-25Ka-600-S93	GA18-25K	312	Watkinsville_IronHorse	WATI	GA18-25K_WATI	GA18-25K_WATI-p1	p1	S8	43241	Stalk	NA	a		TRUE	FALSE	FALSE	GA1825Ka600_S93_L001_R1_001.fastq.gz	GA1825Ka600_S93_L001_R2_001.fastq.gz	34433	600	33.868087	-83.450107		335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	1	H	9	H9	101.2	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
